EPFURZ,EPFTRZ,PSOFRZ,PSHNRZ,PIPCRZ,PCLCRZ,ITMCRZ,IT1IA0,CLRCRZ,ALCQRZ,RTVQRZ,ELSQRZ,BKTNRZ,WABCRZ,MSACRZ,SOACRZ,CCRCRZ,EUCWRZ,SLCCRZ,COMFRZ,LN1CRZ,LN2CRZ,RADURZ,RADTRZ,RUPURZ,RUPTRZ,LNGVRZ,SHENQ0,RUPUQ0,RUPTQ0
"20251128",140000,"0","PR11607505","6518734","501NA","6386544","03 CF PB12 TAPE DYED               ","501NA  ",26.6,26.6,16.3,"05016310      ","05007970      ","CUT       ","CFCH      ","501NA","     ","310         ","5","315","91  ","20251126","230018","20251127","031918","","09C315000000",20251127,43158
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",28.7,"",27,"06024160      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103510","","B103902703  ",20251127,55334
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",46.1,46.1,43.4,"06021300      ","05026160      ","CUT       ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103610","","B105502405  ",20251127,30917
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",260.4,"",245.5,"06006870      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103444","","B103002203  ",20251127,30248
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",23.1,"",21.7,"05027730      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103624","","B104501705  ",20251127,100706
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  301  ",237.3,"",223.7,"07098050      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103534","","","",""
"20251128",140000,"0","PR11583685","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  301  ",121,121,114.1,"07049700      ","05023300      ","CUT       ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103414","","B105001302  ",20251127,25944
"20251128",140000,"0","PR11583685","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",332.2,"",313.3,"07070660      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","102856","","CUT         ",20251127,120649
"20251128",140000,"0","PR11583685","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",29.5,29.5,27.8,"07007740      ","06007640      ","CUT       ","CFCH      ","VN146","     ","310         ","5","315","11  ","20251126","091740","20251126","103553","","B104002605  ",20251127,30435
"20251127",235959,"0","PR11583705","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",15.3,"",10.2,"06024160      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","103510","","B103902703  ",20251127,55334
"20251127",235959,"0","PR11583705","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  301  ",15.3,"",10.2,"07098050      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","103534","","","",""
"20251127",235959,"0","PR11583705","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",9.1,"",5.9,"07070660      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","102856","","CUT         ",20251127,120649
"20251127",235959,"0","PR11583705","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",6.4,"",4.2,"06002770      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","102842","","B102902704  ",20251127,54905
"20251127",235959,"0","PR11583695","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",15.3,"",10.2,"06024160      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","103510","","B103902703  ",20251127,55334
"20251127",235959,"0","PR11583695","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  301  ",15.3,"",10.2,"07098050      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","103534","","","",""
"20251127",235959,"0","PR11583695","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",15.5,"",10.2,"06002770      ","              ","          ","CFCH      ","VN146","     ","310         ","5","315","92  ","20251126","091740","20251126","102842","","B102902704  ",20251127,54905
"20251126",235959,"0","PR11510685","8012972","VN149","3872575","05 CN PB16 TAPE DYED               ","501NA  ",477.8,477.8,472.6,"07081290      ","06001810      ","CUT       ","CFCH      ","VN149","     ","310         ","5","315","11  ","20251124","150237","20251124","204031","","B105702604  ",20251127,30828
"20251126",235959,"0","PR11510685","8012972","VN149","3872575","05 CN PB16 TAPE DYED               ","  115  ",477.8,477.8,472.6,"07028330      ","06014960      ","CUT       ","CFCH      ","VN149","     ","310         ","5","315","11  ","20251124","150237","20251124","195040","","CFCH        ",20251124,195030
"20251126",235959,"0","PR11510685","8012972","VN149","3603616","05 CI CHAIN PB16 DYED              ","  115  ",458.7,458.7,453.8,"07074420      ","07062250      ","CUT       ","CFCH      ","VN149","     ","310         ","5","315","11  ","20251124","150237","20251124","195023","","","",""
"20251126",235959,"0","PR11510685","8012972","VN149","3603616","05 CI CHAIN PB16 DYED              ","  115  ",23.8,23.8,23.5,"07062250      ","06016540      ","CUT       ","CFCH      ","VN149","     ","310         ","5","315","11  ","20251124","150237","20251124","195003","","","",""
"20251126",235959,"0","PR11502875","8012973","VN148","3872575","05 CN PB16 TAPE DYED               ","501NA  ",308.8,308.8,305.4,"07020860      ","05029470      ","CUT       ","CFCH      ","VN148","     ","310         ","5","315","11  ","20251124","132638","20251124","194900","","B104702401  ",20251127,25809
"20251126",235959,"0","PR11502875","8012973","VN148","3872575","05 CN PB16 TAPE DYED               ","501NA  ",170.4,"",168.5,"05009070      ","              ","          ","CFCH      ","VN148","     ","310         ","5","315","11  ","20251124","132638","20251124","194831","","CFCH        ",20251124,194821
"20251126",235959,"0","PR11502875","8012973","VN148","3872575","05 CN PB16 TAPE DYED               ","  115  ",479.2,479.2,474,"07062710      ","07092750      ","CUT       ","CFCH      ","VN148","     ","310         ","5","315","11  ","20251124","132638","20251124","194927","","CFCH        ",20251124,194917
"20251126",235959,"0","PR11502875","8012973","VN148","3603616","05 CI CHAIN PB16 DYED              ","  115  ",483.9,483.9,478.7,"07062250      ","07031190      ","CUT       ","CFCH      ","VN148","     ","310         ","5","315","11  ","20251124","132638","20251124","194940","","CFCH        ",20251124,194931
"20251126",235959,"0","PR11493735","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",149.6,149.6,144.4,"06003200      ","05028710      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251124","092424","20251124","161130","","","",""
"20251126",235959,"0","PR11493735","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",149.6,149.6,144.4,"06021300      ","05005190      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251124","092424","20251124","161040","","","",""
"20251126",235959,"0","PR11493735","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",146.1,146.1,141.1,"07046430      ","06005510      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251124","092424","20251124","161117","","CFCH        ",20251124,161108
"20251126",235959,"0","PR11493735","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",4.9,"",4.7,"07016540      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251124","092424","20251124","161100","","","",""
"20251126",140000,"0","PR11477515","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  580  ",151.5,"",146.9,"06023080      ","              ","          ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251121","190308","20251124","062027","","315         ",20251125,134907
"20251126",140000,"0","PR11477515","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  580  ",18.5,18.5,17.9,"06003200      ","05013680      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251121","190308","20251124","061951","","315         ",20251125,134907
"20251126",140000,"0","PR11477515","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  329  ",170,170,164.8,"06019820      ","06004300      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251121","190308","20251124","062041","","B102200301  ",20251127,25651
"20251126",140000,"0","PR11477515","8012969","VN159","3603616","05 CI CHAIN PB16 DYED              ","  329  ",171.6,171.6,166.4,"07046430      ","06017530      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251121","190308","20251124","062011","","PFCHD18     ",20251127,114559
"20251124",140000,"0","PR11408395","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",59.3,"",58.3,"06024160      ","              ","          ","CFCH      ","VN146","     ","310         ","4","315","11  ","20251120","113112","20251120","154853","","B103902703  ",20251127,55334
"20251124",140000,"0","PR11408395","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",23.1,23.1,22.7,"06019820      ","05027730      ","CUT       ","CFCH      ","VN146","     ","310         ","4","315","11  ","20251120","113112","20251120","154853","","B104501705  ",20251127,100706
"20251124",140000,"0","PR11408395","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  329  ",260.4,"",256.5,"06006870      ","              ","          ","CFCH      ","VN146","     ","310         ","4","315","11  ","20251120","113112","20251120","154853","","B103002203  ",20251127,30248
"20251124",140000,"0","PR11408395","8010703","VN146","3872575","05 CN PB16 TAPE DYED               ","  301  ",342.8,342.8,337.6,"07098050      ","06020410      ","CUT       ","CFCH      ","VN146","     ","310         ","4","315","11  ","20251120","113112","20251120","154853","","B104101701  ",20251124,104524
"20251124",140000,"0","PR11408395","8010703","VN146","3603616","05 CI CHAIN PB16 DYED              ","  301  ",346.1,346.1,340.9,"07029240      ","07063520      ","CUT       ","CFCH      ","VN146","     ","310         ","4","315","11  ","20251120","113112","20251120","154853","","B104701106  ",20251124,104524
"20251117",140000,"0","PR11204925","8743538","  960","6386544","03 CF PB12 TAPE DYED               ","  960  ",17.4,17.4,7.1,"05011490      ","06009460      ","CUT       ","CFCH      ","  960","EU578","310         ","5","315","91  ","20251114","082419","20251114","112541","","MFTP004     ",20251126,204822
"20251117",140000,"0","PR11204925","8743538","  960","3604271","03 CF CHAIN PB12 DYED              ","  960  ",8.8,8.8,3.6,"07038210      ","05024280      ","CUT       ","CFCH      ","  960","EU578","310         ","5","315","91  ","20251114","082419","20251114","112528","","B104101301  ",20251124,234112
"20251114",140000,"0","PR11165915","8743536","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",16.6,16.6,6.3,"05015040      ","06004460      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","91  ","20251113","100757","20251113","171337","","B103500802  ",20251127,82959
"20251114",140000,"0","PR11165925","8744070","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",17,17,6.7,"05015040      ","06023100      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","91  ","20251113","100757","20251113","171324","","B102500303  ",20251127,82713
"20251114",140000,"0","PR11165925","8744070","  580","3604271","03 CF CHAIN PB12 DYED              ","VG667  ",8.6,8.6,3.3,"05000250      ","06014370      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","91  ","20251113","100757","20251113","171307","","B102500602  ",20251127,82735
"20251114",235959,"0","PR11140885","8012976","VN143","3872575","05 CN PB16 TAPE DYED               ","R3674  ",9.1,9.1,3.9,"07007600      ","05002410      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251112","162209","20251113","024855","","B102600305  ",20251114,155021
"20251114",235959,"0","PR11140885","8012976","VN143","3872575","05 CN PB16 TAPE DYED               ","  329  ",9.1,9.1,3.9,"06024160      ","05007420      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251112","162209","20251113","024925","","B105001602  ",20251114,123344
"20251114",235959,"0","PR11140885","8012976","VN143","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",9.2,9.2,4,"06021710      ","05017740      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251112","162209","20251113","024912","","B102501403  ",20251114,85831
"20251110",235959,"0","PR10935895","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","R3674  ",86.2,86.2,70.8,"07007600      ","05014070      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251106","112858","20251106","154353","","B104401401  ",20251110,155723
"20251110",235959,"0","PR10935895","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","  329  ",86.2,86.2,70.8,"06024160      ","06008110      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251106","112858","20251106","154406","","B105200603  ",20251124,123700
"20251110",235959,"0","PR10935895","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",87,87,71.6,"07003210      ","06016980      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251106","112858","20251106","154336","","B102901603  ",20251126,22320
"20251110",235959,"0","PR10935885","8012976","VN143","3872575","05 CN PB16 TAPE DYED               ","R3674  ",186.6,186.6,161,"07007600      ","05014070      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251106","112858","20251106","154353","","B104401401  ",20251110,155723
"20251110",235959,"0","PR10935885","8012976","VN143","3872575","05 CN PB16 TAPE DYED               ","  329  ",186.6,186.6,161,"06024160      ","06008110      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251106","112858","20251106","154406","","B105200603  ",20251124,123700
"20251110",235959,"0","PR10935885","8012976","VN143","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",188.4,188.4,162.6,"07003210      ","06016980      ","CUT       ","CFCH      ","VN143","     ","310         ","5","315","11  ","20251106","112858","20251106","154336","","B102901603  ",20251126,22320
"20251110",235959,"0","PR10935905","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",16.7,16.7,11.5,"06023080      ","05026600      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251106","112858","20251106","154253","","B105102405  ",20251120,85944
"20251110",235959,"0","PR10935905","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",16.7,16.7,11.5,"06024160      ","05022360      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251106","112858","20251106","154226","","B104302605  ",20251113,43655
"20251110",235959,"0","PR10935905","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",16.8,16.8,11.6,"07016540      ","06017980      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251106","112858","20251106","154316","","B103501701  ",20251124,204113
"20251110",140000,"0","PR10905755","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","R3674  ",113.4,113.4,98,"07007600      ","05014670      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251105","143126","20251106","001251","","B104301401  ",20251127,1053
"20251110",140000,"0","PR10905755","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","  329  ",113.4,113.4,98,"06005720      ","05015690      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251105","143126","20251106","001404","","CFC-001S    ",20251127,120401
"20251110",140000,"0","PR10905755","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",62.8,62.8,54.2,"07003210      ","06014880      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251105","143126","20251106","001334","","","",""
"20251110",140000,"0","PR10905755","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",50.1,"",43.3,"06002520      ","              ","          ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251105","143126","20251106","001314","","B103000404  ",20251113,161848
"20251110",140000,"0","PR10905755","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",1.6,"",1.3,"05000740      ","              ","          ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251105","143126","20251106","001350","","B102700204  ",20251111,155238
"20251110",140000,"0","PR10905795","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  580  ",8.9,8.9,7.1,"06023080      ","06021940      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000340","","B105202804  ",20251121,42653
"20251110",140000,"0","PR10905795","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  580  ",123.2,"",99.3,"06009450      ","              ","          ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000310","","B102202301  ",20251111,42341
"20251110",140000,"0","PR10905795","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  329  ",132.1,132.1,106.5,"06024160      ","05007240      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000131","","B103600801  ",20251124,204951
"20251110",140000,"0","PR10905795","8012969","VN159","3603616","05 CI CHAIN PB16 DYED              ","  329  ",110.2,"",89,"07084640      ","              ","          ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000327","","B104902909  ",20251121,224521
"20251110",140000,"0","PR10905795","8012969","VN159","3603616","05 CI CHAIN PB16 DYED              ","  329  ",23.1,23.1,18.6,"07016540      ","06018950      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000201","","B103302903  ",20251121,4437
"20251110",140000,"0","PR10905785","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  580  ",69.6,"",59.3,"06009450      ","              ","          ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000310","","B102202301  ",20251111,42341
"20251110",140000,"0","PR10905785","8012969","VN159","3872575","05 CN PB16 TAPE DYED               ","  329  ",69.6,69.6,59.3,"06024160      ","05007240      ","CUT       ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000131","","B103600801  ",20251124,204951
"20251110",140000,"0","PR10905785","8012969","VN159","3603616","05 CI CHAIN PB16 DYED              ","  329  ",70.3,"",59.8,"07084640      ","              ","          ","CFCH      ","VN159","     ","310         ","5","315","11  ","20251105","143126","20251106","000327","","B104902909  ",20251121,224521
"20251110",140000,"0","PR10905775","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",52,"",46.8,"06009450      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000310","","B102202301  ",20251111,42341
"20251110",140000,"0","PR10905775","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",52,52,46.8,"06024160      ","05007240      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000131","","B103600801  ",20251124,204951
"20251110",140000,"0","PR10905775","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",52.5,"",47.2,"07084640      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000327","","B104902909  ",20251121,224521
"20251110",140000,"0","PR10905765","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",105.8,"",85.5,"06009450      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000310","","B102202301  ",20251111,42341
"20251110",140000,"0","PR10905765","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",27.2,"",21.9,"06009150      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","001224","","B103001701  ",20251126,33506
"20251110",140000,"0","PR10905765","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",105.3,105.3,85.1,"06024160      ","05007240      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000131","","B103600801  ",20251124,204951
"20251110",140000,"0","PR10905765","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",27.7,27.7,22.3,"06005720      ","05027410      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000251","","B105002403  ",20251119,123857
"20251110",140000,"0","PR10905765","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",36.6,"",29.6,"07084640      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000327","","B104902909  ",20251121,224521
"20251110",140000,"0","PR10905765","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",97.7,"",79,"07026510      ","              ","          ","CFCH      ","VN158","     ","310         ","5","315","11  ","20251105","143126","20251106","000227","","","",""
"20251104",235959,"0","PR10800065","6518734","030NA","6386544","03 CF PB12 TAPE DYED               ","030NA  ",18.4,18.4,8.1,"05007900      ","05012000      ","CUT       ","CFCH      ","030NA","     ","310         ","5","315","91  ","20251103","143318","20251103","224729","","B104202305  ",20251127,115145
"20251103",235959,"0","PR10721615","8786509","  580","3872575","05 CN PB16 TAPE DYED               ","  580  ",202.5,"",196.7,"06013140      ","              ","          ","CFCH      ","  580","EU580","310         ","5","315","11  ","20251030","161652","20251031","025301","","B102900704  ",20251121,125737
"20251103",235959,"0","PR10721615","8786509","  580","3872575","05 CN PB16 TAPE DYED               ","  580  ",159.5,159.5,155,"06009150      ","05026090      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","11  ","20251030","161652","20251031","025231","","B104500704  ",20251104,123805
"20251103",235959,"0","PR10721615","8786509","  580","3603616","05 CI CHAIN PB16 DYED              ","V9285  ",182.8,182.8,177.5,"06006850      ","06008400      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","11  ","20251030","161652","20251031","025248","","B102501201  ",20251111,1134
"20251030",140000,"0","PR10619235","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",12.4,12.4,2.1,"05015040      ","05024130      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251028","100015","20251028","113416","","B105002702  ",20251127,92108
"20251030",140000,"0","PR10619235","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",6.2,6.2,1,"05022690      ","05027080      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251028","100015","20251028","113429","","B102102601  ",20251111,205403
"20251028",235959,"0","PR10527845","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",92.2,92.2,81.9,"05015040      ","06010520      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251024","131551","20251024","153839","","B103500502  ",20251114,173318
"20251028",235959,"0","PR10527845","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",46.5,46.5,41.3,"05011470      ","06012430      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251024","131551","20251024","153853","","VFTP003     ",20251126,230818
"20251024",140000,"0","PR10477555","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",18.8,18.8,8.5,"05015040      ","06007320      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251023","090717","20251023","121907","","VFTP004     ",20251126,212135
"20251024",140000,"0","PR10477555","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",7,"",3.1,"05018590      ","              ","          ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251023","090717","20251023","121921","","B105702205  ",20251111,223746
"20251024",140000,"0","PR10477555","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",2.5,2.5,1.1,"05011470      ","05003910      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251023","090717","20251023","121851","","B105802302  ",20251119,182345
"20251017",235959,"0","PR10246625","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","R3674  ",21.7,21.7,16.5,"07007600      ","05025210      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251015","125742","20251015","171550","","B103602705  ",20251113,43454
"20251017",235959,"0","PR10246625","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","  329  ",21.7,21.7,16.5,"06005720      ","06004150      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251015","125742","20251015","171534","","","",""
"20251017",235959,"0","PR10246625","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",7.4,"",5.5,"05011030      ","              ","          ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251015","125742","20251015","171852","","B104202701  ",20251121,2724
"20251017",235959,"0","PR10246625","8010839","VN154","3603616","05 CI CHAIN PB16 DYED              ","R3674  ",14.5,14.5,11,"05000740      ","05009540      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251015","125742","20251015","171514","","B104300204  ",20251126,52100
"20251016",235959,"0","PR10214225","6885280","  337","3872575","05 CN PB16 TAPE DYED               ","  337  ",30.6,30.6,20.4,"05028240      ","05015140      ","CUT       ","CFCH      ","  337","EU501","310         ","5","315","11  ","20251014","142445","20251014","160531","","B104302705  ",20251121,41503
"20251016",235959,"0","PR10214225","6885280","  337","3603616","05 CI CHAIN PB16 DYED              ","  337  ",15.5,15.5,10.2,"05005980      ","05016600      ","CUT       ","CFCH      ","  337","EU501","310         ","5","315","11  ","20251014","142445","20251014","160544","","B102600202  ",20251118,232416
"20251015",235959,"0","PR10214235","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",19.6,19.6,9.3,"05015040      ","05024640      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","91  ","20251014","142445","20251014","152707","","B105802203  ",20251118,153133
"20251015",235959,"0","PR10214235","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",9.9,9.9,4.7,"05018590      ","05027910      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","91  ","20251014","142445","20251014","152720","","B104801503  ",20251125,2036
"20251014",235959,"0","PR10128085","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",112.2,"",106.5,"05016610      ","              ","          ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251010","135146","20251010","152814","","B102601101  ",20251122,2550
"20251014",235959,"0","PR10128085","6788064","  580","6386544","03 CF PB12 TAPE DYED               ","  580  ",94.8,94.8,90.1,"05015040      ","05026580      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251010","135146","20251010","152744","","B103502605  ",20251127,30233
"20251014",235959,"0","PR10128085","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",10.3,"",9.7,"06009570      ","              ","          ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251010","135146","20251010","152801","","B103900501  ",20251014,140535
"20251014",235959,"0","PR10128085","6788064","  580","3604271","03 CF CHAIN PB12 DYED              ","  820  ",94.2,94.2,89.5,"05018590      ","05004390      ","CUT       ","CFCH      ","  580","EU580","310         ","5","315","01  ","20251010","135146","20251010","152725","","B104700703  ",20251117,125659
"20251007",235959,"0","PR09933485","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","R3674  ",83.9,"",82.2,"07097730      ","              ","          ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251003","153838","20251003","180142","","SHIP002     ",20251126,162659
"20251007",235959,"0","PR09933485","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","R3674  ",179.4,179.4,175.9,"07007600      ","05027210      ","CUT       ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251003","153838","20251003","180116","","B106302204  ",20251121,125411
"20251007",235959,"0","PR09933485","8010839","VN154","3872575","05 CN PB16 TAPE DYED               ","  329  ",255,"",250,"06008350      ","              ","          ","CFCH      ","VN154","     ","310         ","5","315","11  ","20251003","153838","20251003","191308","","B103000805  ",20251126,2156
