LINE,LINE_NAME,REMAKE,REMAKE_LINK,PR,ITEM,ITEM1,ITEM2,ITEM3,CLASS,LENG,UNIT,COLOR,QTY,START_D,START_T,EST_COM_D,EST_COM_T,ACT_COM_D,ACT_COM_T,DELAY_DAY,COM_STATUS,COMP_PCS,MC_DATE,MC_TIME,STATUS,PRINT_D,PRINT_T,RUPUQ0,RUPTQ0
"315-11","5CN COMBI CHAIN                    ","","","PR11915044","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",238.6,20241227,140001,20250102,140000,20241228,85751,"ONTIME","COMPLETED",257.5,20241227,231356,"01E",20241227,152132,20251126,204500
"315-11","5CN COMBI CHAIN                    ","","","PR11915074","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",600,20241227,140001,20250102,140000,20241228,85847,"ONTIME","COMPLETED",601.6,20241227,190754,"01E",20241227,124624,20251110,195129
"315-11","5CN COMBI CHAIN                    ","","","PR11915054","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",186.8,20241227,140001,20250102,140000,20241228,85819,"ONTIME","COMPLETED",190.9,20241227,231339,"01E",20241227,152106,20251126,83903
"315-11","5CN COMBI CHAIN                    ","","","PR11915064","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",412.8,20241227,140001,20250102,140000,20241228,85848,"ONTIME","COMPLETED",422,20241227,142552,"01E",20241227,124650,20251111,35711
"315-11","5CN COMBI CHAIN                    ","","","PR11915074","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",600,20241227,140001,20250102,140000,20241228,85847,"ONTIME","COMPLETED",601.6,20241227,190754,"01E",20241227,124624,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR11915064","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",412.8,20241227,140001,20250102,140000,20241228,85848,"ONTIME","COMPLETED",422,20241227,142552,"01E",20241227,124650,20251110,195129
"315-11","5CN COMBI CHAIN                    ","","","PR11915054","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",186.8,20241227,140001,20250102,140000,20241228,85819,"ONTIME","COMPLETED",190.9,20241227,231339,"01E",20241227,152106,20251117,92842
"315-11","5CN COMBI CHAIN                    ","","","PR11915074","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",600,20241227,140001,20250102,140000,20241228,85847,"ONTIME","COMPLETED",601.6,20241227,190754,"01E",20241227,124624,20251007,231126
"315-11","5CN COMBI CHAIN                    ","","","PR11915074","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",600,20241227,140001,20250102,140000,20241228,85847,"ONTIME","COMPLETED",601.6,20241227,190754,"01E",20241227,124624,20251111,35711
"315-11","5CN COMBI CHAIN                    ","","","PR11915044","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",238.6,20241227,140001,20250102,140000,20241228,85751,"ONTIME","COMPLETED",257.5,20241227,231356,"01E",20241227,152132,20251126,83903
"315-11","5CN COMBI CHAIN                    ","","","PR11915044","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",238.6,20241227,140001,20250102,140000,20241228,85751,"ONTIME","COMPLETED",257.5,20241227,231356,"01E",20241227,152132,20251118,3749
"315-11","5CN COMBI CHAIN                    ","","","PR11915054","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",186.8,20241227,140001,20250102,140000,20241228,85819,"ONTIME","COMPLETED",190.9,20241227,231339,"01E",20241227,152106,20251118,3749
"315-11","5CN COMBI CHAIN                    ","","","PR11915064","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",412.8,20241227,140001,20250102,140000,20241228,85848,"ONTIME","COMPLETED",422,20241227,142552,"01E",20241227,124650,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR11915044","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",238.6,20241227,140001,20250102,140000,20241228,85751,"ONTIME","COMPLETED",257.5,20241227,231356,"01E",20241227,152132,20251126,171644
"315-11","5CN COMBI CHAIN                    ","","","PR11915054","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",186.8,20241227,140001,20250102,140000,20241228,85819,"ONTIME","COMPLETED",190.9,20241227,231339,"01E",20241227,152106,20251117,141128
"315-11","5CN COMBI CHAIN                    ","","","PR11915064","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",412.8,20241227,140001,20250102,140000,20241228,85848,"ONTIME","COMPLETED",422,20241227,142552,"01E",20241227,124650,20250901,145026
"315-11","5CN COMBI CHAIN                    ","","","PR11915044","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",238.6,20241227,140001,20250102,140000,20241228,85751,"ONTIME","COMPLETED",257.5,20241227,231356,"01E",20241227,152132,20251117,92842
"315-11","5CN COMBI CHAIN                    ","","","PR11915064","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",412.8,20241227,140001,20250102,140000,20241228,85848,"ONTIME","COMPLETED",422,20241227,142552,"01E",20241227,124650,20251004,172615
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",9.9,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",9.9,20250102,165352,"01E",20250102,115744,20251020,140049
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",13.2,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",27.2,20250102,165352,"01E",20250102,115744,20251020,140049
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",9.9,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",9.9,20250102,165352,"01E",20250102,115744,20251105,74631
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",8.1,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",8.1,20250102,165352,"01E",20250102,115744,20251105,74631
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",13.2,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",27.2,20250102,165352,"01E",20250102,115744,20251105,74631
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",8.1,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",8.1,20250102,165352,"01E",20250102,115744,20251020,140049
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",9.9,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",9.9,20250102,165352,"01E",20250102,115744,20251126,232719
"315-01","3CF COMBI CHAIN                    ","REMAKE","PR11664154","PR00015545","6900397","03 CF CHAIN PB12 DYED              ","COMB-A EL-V6F53 GREEN-F MCU-GRE277 ","                                   ","CH",""," ","V6F53",26.3,20250102,140001,20250103,140000,20250103,114019,"ONTIME","COMPLETED",30,20250102,165441,"01E",20250102,115851,20251111,115728
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",8.1,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",8.1,20250102,165352,"01E",20250102,115744,20251126,232719
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00015555","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",13.2,20250102,140001,20250103,140000,20250102,213346,"ONTIME","COMPLETED",27.2,20250102,165352,"01E",20250102,115744,20251126,232719
"315-01","3CF COMBI CHAIN                    ","REMAKE","PR11664154","PR00015545","6900397","03 CF CHAIN PB12 DYED              ","COMB-A EL-V6F53 GREEN-F MCU-GRE277 ","                                   ","CH",""," ","V6F53",26.3,20250102,140001,20250103,140000,20250103,114019,"ONTIME","COMPLETED",30,20250102,165441,"01E",20250102,115851,20251121,155141
"315-01","3CF COMBI CHAIN                    ","","","PR12006634","6518734","03 CF CHAIN PB12 DYED              ","COMB-A EL-580 GREEN-F MCU-BLK402   ","                                   ","CH",""," ","030NA",27.9,20250102,1,20250103,235959,20250102,213320,"ONTIME","COMPLETED",28.5,20250102,64401,"01E",20241229,111339,"",""
"315-01","3CF COMBI CHAIN                    ","REMAKE","PR11664154","PR00015545","6900397","03 CF CHAIN PB12 DYED              ","COMB-A EL-V6F53 GREEN-F MCU-GRE277 ","                                   ","CH",""," ","V6F53",26.3,20250102,140001,20250103,140000,20250103,114019,"ONTIME","COMPLETED",30,20250102,165441,"01E",20250102,115851,20251125,205441
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00150625","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",7,20250104,140001,20250104,235959,20250104,174447,"ONTIME","COMPLETED",9.9,20250104,142243,"01E",20250104,123800,20251121,234751
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00150625","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",7,20250104,140001,20250104,235959,20250104,174447,"ONTIME","COMPLETED",9.9,20250104,142243,"01E",20250104,123800,20250803,20735
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00150625","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",7,20250104,140001,20250104,235959,20250104,174447,"ONTIME","COMPLETED",9.9,20250104,142243,"01E",20250104,123800,20250930,4304
"315-01","3CF COMBI CHAIN                    ","","","PR00018925","6518734","03 CF CHAIN PB12 DYED              ","COMB-A EL-580 GREEN-F MCU-BLK402   ","                                   ","CH",""," ","030NA",26.8,20250103,1,20250104,235959,20250104,114308,"ONTIME","COMPLETED",28.4,20250103,150024,"01E",20250103,80444,20251125,140928
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00258105","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",21,20250107,1,20250107,140000,20250108,112729,"DELAY","COMPLETED",21.2,20250107,112522,"01E",20250107,10352,20251125,150445
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00258105","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",21,20250107,1,20250107,140000,20250108,112729,"DELAY","COMPLETED",21.2,20250107,112522,"01E",20250107,10352,20251123,214601
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR00258105","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",21,20250107,1,20250107,140000,20250108,112729,"DELAY","COMPLETED",21.2,20250107,112522,"01E",20250107,10352,20251126,153349
"315-11","5CN COMBI CHAIN                    ","","","PR00258095","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",12.1,20250107,1,20250108,235959,20250108,112702,"ONTIME","COMPLETED",12.7,20250108,35903,"01E",20250107,112422,20251126,212345
"315-11","5CN COMBI CHAIN                    ","","","PR00266015","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",478,20250107,1,20250108,235959,20250108,112730,"ONTIME","COMPLETED",480.5,20250107,172356,"01E",20250107,115842,20251111,123004
"315-11","5CN COMBI CHAIN                    ","","","PR00258095","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",12.1,20250107,1,20250108,235959,20250108,112702,"ONTIME","COMPLETED",12.7,20250108,35903,"01E",20250107,112422,20251120,195903
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251126,52713
"315-11","5CN COMBI CHAIN                    ","","","PR00266015","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",478,20250107,1,20250108,235959,20250108,112730,"ONTIME","COMPLETED",480.5,20250107,172356,"01E",20250107,115842,20251126,52713
"315-11","5CN COMBI CHAIN                    ","","","PR00258095","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",12.1,20250107,1,20250108,235959,20250108,112702,"ONTIME","COMPLETED",12.7,20250108,35903,"01E",20250107,112422,20251118,151011
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251127,85347
"315-11","5CN COMBI CHAIN                    ","","","PR00266015","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",478,20250107,1,20250108,235959,20250108,112730,"ONTIME","COMPLETED",480.5,20250107,172356,"01E",20250107,115842,20251120,162147
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251119,85559
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251127,85659
"315-11","5CN COMBI CHAIN                    ","","","PR00258095","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",12.1,20250107,1,20250108,235959,20250108,112702,"ONTIME","COMPLETED",12.7,20250108,35903,"01E",20250107,112422,20251125,114159
"315-11","5CN COMBI CHAIN                    ","","","PR00263695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",15.6,20250107,1,20250108,235959,20250108,112729,"ONTIME","COMPLETED",15.8,20250107,171741,"01E",20250107,112551,20251014,165050
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251104,112243
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR00266015","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",478,20250107,1,20250108,235959,20250108,112730,"ONTIME","COMPLETED",480.5,20250107,172356,"01E",20250107,115842,20251123,192908
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251111,94825
"315-11","5CN COMBI CHAIN                    ","","","PR00263695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",15.6,20250107,1,20250108,235959,20250108,112729,"ONTIME","COMPLETED",15.8,20250107,171741,"01E",20250107,112551,20251127,94112
"315-11","5CN COMBI CHAIN                    ","","","PR00266015","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",478,20250107,1,20250108,235959,20250108,112730,"ONTIME","COMPLETED",480.5,20250107,172356,"01E",20250107,115842,20251111,94825
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251120,162147
"315-11","5CN COMBI CHAIN                    ","","","PR00263695","8012969","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULBLK780   ","MCURGRE704                         ","CH",""," ","VN159",15.6,20250107,1,20250108,235959,20250108,112729,"ONTIME","COMPLETED",15.8,20250107,171741,"01E",20250107,112551,20251127,111804
"315-11","5CN COMBI CHAIN                    ","","","PR00266005","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",469.8,20250107,1,20250108,235959,20250108,112756,"ONTIME","COMPLETED",482.9,20250107,234912,"01E",20250107,115746,20251117,131746
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",11.5,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",11.5,20250109,4654,"01E",20250108,185620,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",11.5,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",11.5,20250109,4654,"01E",20250108,185620,20251125,70919
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",3.3,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",3.3,20250109,4654,"01E",20250108,185620,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",21.8,20250109,4654,"01E",20250108,185620,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",50.7,20250109,4654,"01E",20250108,185620,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",3.3,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",3.3,20250109,4654,"01E",20250108,185620,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",21.8,20250109,4654,"01E",20250108,185620,20251125,70919
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351715","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",11.5,20250109,1,20250109,235959,20250110,121353,"DELAY","COMPLETED",19.7,20250109,3053,"01E",20250108,185650,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",11.5,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",11.5,20250109,4654,"01E",20250108,185620,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351715","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",15.7,20250109,1,20250109,235959,20250110,121353,"DELAY","COMPLETED",15.7,20250109,3053,"01E",20250108,185650,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",50.7,20250109,4654,"01E",20250108,185620,20251124,122152
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",50.7,20250109,4654,"01E",20250108,185620,20251125,70919
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351715","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",15.7,20250109,1,20250109,235959,20250110,121353,"DELAY","COMPLETED",15.7,20250109,3053,"01E",20250108,185650,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351715","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",11.5,20250109,1,20250109,235959,20250110,121353,"DELAY","COMPLETED",19.7,20250109,3053,"01E",20250108,185650,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",21.8,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",21.8,20250109,4654,"01E",20250108,185620,20251125,61315
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR00351725","6893770","05 CNF CHAIN PB16 DYED             ","COMB-A EL-820 GREEN-F MCU-RED154   ","                                   ","CH",""," ","  580",3.3,20250109,1,20250109,235959,20250110,91829,"DELAY","COMPLETED",3.3,20250109,4654,"01E",20250108,185620,20251125,70919
"315-11","5CN COMBI CHAIN                    ","","","PR00351655","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",7.8,20250109,1,20250110,235959,20250110,121420,"ONTIME","COMPLETED",7.8,20250109,133946,"01E",20250109,842,20251014,102830
"315-11","5CN COMBI CHAIN                    ","","","PR00349685","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",9.5,20250109,1,20250110,235959,20250110,121324,"ONTIME","COMPLETED",9.5,20250109,22219,"01E",20250108,190110,20251126,194837
"315-11","5CN COMBI CHAIN                    ","","","PR00351625","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",15.6,20250109,1,20250110,235959,20250110,121136,"ONTIME","COMPLETED",33.4,20250110,94635,"01E",20250109,938,20251118,145022
"315-11","5CN COMBI CHAIN                    ","","","PR00351595","8012976","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULFC-1   ","MCURGRE704                         ","CH",""," ","VN143",9.7,20250109,1,20250110,235959,20250110,121423,"ONTIME","COMPLETED",10.9,20250109,163414,"01E",20250109,81715,20251126,215926
"315-11","5CN COMBI CHAIN                    ","","","PR00351645","8012972","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULWHT403   ","MCURBLU075                         ","CH",""," ","VN149",453.6,20250109,1,20250110,235959,20250110,121452,"ONTIME","COMPLETED",459,20250109,141529,"01E",20250109,842,20251118,145022
"315-11","5CN COMBI CHAIN                    ","","","PR00342975","8010839","05 CNF CHAIN PB16 DYED             ","COMB-B EL-R3674 GREEN-F MCULGRE704 ","MCURFC-1                           ","CH",""," ","VN154",600,20250108,140001,20250110,140000,20250110,121353,"ONTIME","COMPLETED",602.9,20250109,71932,"01E",20250108,113146,20251031,140158
