LINE,LINE_NAME,REMAKE,REMAKE_LINK,PR,ITEM,ITEM1,ITEM2,ITEM3,CLASS,LENG,UNIT,COLOR,QTY,START_D,START_T,EST_COM_D,EST_COM_T,ACT_COM_D,ACT_COM_T,DELAY_DAY,COM_STATUS,COMP_PCS,MC_DATE,MC_TIME,STATUS,PRINT_D,PRINT_T,RUPUQ0,RUPTQ0
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251120,53034
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR03436835","8652210","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V04VR GREEN-F MCU-PIN345 ","                                   ","CH",""," ","V04VR",1.1,20250321,140001,20250324,140000,20250322,130530,"ONTIME","COMPLETED",3.7,20250321,162824,"01E",20250321,130433,20251124,165051
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20250610,112822
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20251114,143009
"315-11","5CN COMBI CHAIN                    ","","","PR03437625","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250322,235135,"ONTIME","COMPLETED",600.2,20250322,84547,"01E",20250322,40608,20250911,191645
"315-11","5CN COMBI CHAIN                    ","","","PR03437625","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250322,235135,"ONTIME","COMPLETED",600.2,20250322,84547,"01E",20250322,40608,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20251110,151339
"315-11","5CN COMBI CHAIN                    ","","","PR03437605","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",514.1,20250322,1,20250324,235959,20250324,94117,"ONTIME","COMPLETED",390.6,20250322,74856,"01E",20250322,40448,20251124,205604
"315-11","5CN COMBI CHAIN                    ","","","PR03437615","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",384.4,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",391.4,20250322,90106,"01E",20250322,40608,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR03437565","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",511.3,20250322,1,20250324,235959,20250324,130015,"ONTIME","COMPLETED",515.7,20250322,191659,"01E",20250322,30252,20250925,60410
"315-11","5CN COMBI CHAIN                    ","","","PR03436825","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",169.9,20250321,140001,20250324,140000,20250322,162337,"ONTIME","COMPLETED",170.7,20250321,163906,"01E",20250321,130513,20250912,91053
"315-11","5CN COMBI CHAIN                    ","","","PR03411945","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",322.3,20250321,140001,20250324,140000,20250324,94240,"ONTIME","COMPLETED",324.4,20250322,65945,"01E",20250321,90807,20251114,54446
"315-11","5CN COMBI CHAIN                    ","","","PR03436825","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",169.9,20250321,140001,20250324,140000,20250322,162337,"ONTIME","COMPLETED",170.7,20250321,163906,"01E",20250321,130513,20251127,2454
"315-11","5CN COMBI CHAIN                    ","","","PR03437565","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",511.3,20250322,1,20250324,235959,20250324,130015,"ONTIME","COMPLETED",515.7,20250322,191659,"01E",20250322,30252,20251114,143009
"315-11","5CN COMBI CHAIN                    ","","","PR03411975","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,235135,"ONTIME","COMPLETED",607.6,20250322,70116,"01E",20250321,90807,20251030,143932
"315-11","5CN COMBI CHAIN                    ","","","PR03411945","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",322.3,20250321,140001,20250324,140000,20250324,94240,"ONTIME","COMPLETED",324.4,20250322,65945,"01E",20250321,90807,20251112,70014
"315-11","5CN COMBI CHAIN                    ","","","PR03411965","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,162336,"ONTIME","COMPLETED",611,20250321,144810,"01E",20250321,90753,20251118,143950
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251118,132906
"315-11","5CN COMBI CHAIN                    ","","","PR03411965","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,162336,"ONTIME","COMPLETED",611,20250321,144810,"01E",20250321,90753,20251120,114629
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20251029,54158
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251111,1134
"315-11","5CN COMBI CHAIN                    ","","","PR03437615","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",384.4,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",391.4,20250322,90106,"01E",20250322,40608,20251125,35736
"315-11","5CN COMBI CHAIN                    ","","","PR03437585","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",604.7,20250322,130628,"01E",20250322,30156,20250917,53226
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251030,143932
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251114,54446
"315-11","5CN COMBI CHAIN                    ","","","PR03411935","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",6.8,20250321,140001,20250324,140000,20250321,235215,"ONTIME","COMPLETED",10.3,20250321,124315,"01E",20250321,90012,20251126,233506
"315-11","5CN COMBI CHAIN                    ","","","PR03411975","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,235135,"ONTIME","COMPLETED",607.6,20250322,70116,"01E",20250321,90807,20251118,132906
"315-11","5CN COMBI CHAIN                    ","","","PR03437585","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",604.7,20250322,130628,"01E",20250322,30156,20250806,74519
"315-11","5CN COMBI CHAIN                    ","","","PR03437635","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250324,211852,"ONTIME","COMPLETED",601.3,20250322,144321,"01E",20250322,40608,20251125,35736
"315-11","5CN COMBI CHAIN                    ","","","PR03437565","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",511.3,20250322,1,20250324,235959,20250324,130015,"ONTIME","COMPLETED",515.7,20250322,191659,"01E",20250322,30252,20251030,2335
"315-11","5CN COMBI CHAIN                    ","","","PR03437605","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",514.1,20250322,1,20250324,235959,20250324,94117,"ONTIME","COMPLETED",390.6,20250322,74856,"01E",20250322,40448,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR03437615","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",384.4,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",391.4,20250322,90106,"01E",20250322,40608,20251114,44130
"315-11","5CN COMBI CHAIN                    ","","","PR03437585","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",604.7,20250322,130628,"01E",20250322,30156,20251124,133024
"315-11","5CN COMBI CHAIN                    ","","","PR03411975","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,235135,"ONTIME","COMPLETED",607.6,20250322,70116,"01E",20250321,90807,20251120,114629
"315-11","5CN COMBI CHAIN                    ","","","PR03411965","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,162336,"ONTIME","COMPLETED",611,20250321,144810,"01E",20250321,90753,20250610,112822
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20251125,132039
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251125,214205
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20250917,53226
"315-11","5CN COMBI CHAIN                    ","","","PR03411955","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",599.2,20250321,140001,20250324,140000,20250322,162117,"ONTIME","COMPLETED",607.6,20250321,123227,"01E",20250321,90737,20251118,143950
"315-11","5CN COMBI CHAIN                    ","","","PR03436825","8013607","05 CNF CHAIN PB16 DYED             ","COMB-B EL-329 GREEN-F MCULGRE704   ","MCURBLK780                         ","CH",""," ","VN158",169.9,20250321,140001,20250324,140000,20250322,162337,"ONTIME","COMPLETED",170.7,20250321,163906,"01E",20250321,130513,20251114,61007
"315-11","5CN COMBI CHAIN                    ","","","PR03437585","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",604.7,20250322,130628,"01E",20250322,30156,20251030,2335
"315-11","5CN COMBI CHAIN                    ","","","PR03411965","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250321,140001,20250324,140000,20250322,162336,"ONTIME","COMPLETED",611,20250321,144810,"01E",20250321,90753,20251118,132906
"315-11","5CN COMBI CHAIN                    ","","","PR03437625","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250322,235135,"ONTIME","COMPLETED",600.2,20250322,84547,"01E",20250322,40608,20251017,193039
"315-11","5CN COMBI CHAIN                    ","","","PR03437635","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250324,211852,"ONTIME","COMPLETED",601.3,20250322,144321,"01E",20250322,40608,20251017,193039
"315-11","5CN COMBI CHAIN                    ","","","PR03437585","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250322,235136,"ONTIME","COMPLETED",604.7,20250322,130628,"01E",20250322,30156,20251029,54158
"315-11","5CN COMBI CHAIN                    ","","","PR03437575","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,211757,"ONTIME","COMPLETED",607,20250322,110949,"01E",20250322,30226,20251030,2335
"315-11","5CN COMBI CHAIN                    ","","","PR03437625","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,1,20250324,235959,20250322,235135,"ONTIME","COMPLETED",600.2,20250322,84547,"01E",20250322,40608,20251114,44130
"315-11","5CN COMBI CHAIN                    ","","","PR03437595","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,1,20250324,235959,20250324,205827,"ONTIME","COMPLETED",602.5,20250322,144410,"01E",20250322,30315,20251124,133024
"315-11","5CN COMBI CHAIN                    ","","","PR03460095","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",615.9,20250323,171530,"01E",20250322,91604,20251127,115726
"315-11","5CN COMBI CHAIN                    ","","","PR03460005","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",458,20250322,140001,20250325,140000,20250324,205827,"ONTIME","COMPLETED",461.8,20250322,143228,"01E",20250322,90847,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03460045","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,205828,"ONTIME","COMPLETED",598.3,20250323,111342,"01E",20250322,91213,20251015,180116
"315-11","5CN COMBI CHAIN                    ","","","PR03459995","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",421.2,20250322,140001,20250325,140000,20250324,130014,"ONTIME","COMPLETED",425.1,20250323,90019,"01E",20250322,90847,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03460095","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",615.9,20250323,171530,"01E",20250322,91604,20250403,235808
"315-11","5CN COMBI CHAIN                    ","","","PR03460035","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211758,"ONTIME","COMPLETED",596.9,20250323,171516,"01E",20250322,90821,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03484985","8652210","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V04VR GREEN-F MCU-PIN345 ","                                   ","CH",""," ","V04VR",600,20250324,1,20250325,235959,20250325,172409,"ONTIME","COMPLETED",602.7,20250324,183102,"01E",20250322,162103,20251119,220432
"315-11","5CN COMBI CHAIN                    ","","","PR03459995","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",421.2,20250322,140001,20250325,140000,20250324,130014,"ONTIME","COMPLETED",425.1,20250323,90019,"01E",20250322,90847,20251126,51946
"315-11","5CN COMBI CHAIN                    ","","","PR03460075","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",604,20250323,171459,"01E",20250322,90751,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR03460035","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211758,"ONTIME","COMPLETED",596.9,20250323,171516,"01E",20250322,90821,20251110,94518
"315-11","5CN COMBI CHAIN                    ","","","PR03460075","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",604,20250323,171459,"01E",20250322,90751,20251126,60139
"315-11","5CN COMBI CHAIN                    ","","","PR03459975","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,140001,20250325,140000,20250324,205828,"ONTIME","COMPLETED",604,20250323,71748,"01E",20250322,75646,20251110,212857
"315-11","5CN COMBI CHAIN                    ","","","PR03460055","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211852,"ONTIME","COMPLETED",604.8,20250323,130144,"01E",20250322,91117,20251126,225739
"315-11","5CN COMBI CHAIN                    ","","","PR03460095","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",615.9,20250323,171530,"01E",20250322,91604,20251127,102439
"315-11","5CN COMBI CHAIN                    ","","","PR03460075","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211824,"ONTIME","COMPLETED",604,20250323,171459,"01E",20250322,90751,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03484975","8652210","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V04VR GREEN-F MCU-PIN345 ","                                   ","CH",""," ","V04VR",547.6,20250324,1,20250325,235959,20250325,172420,"ONTIME","COMPLETED",550.2,20250324,134223,"01E",20250322,162103,20251111,201952
"315-11","5CN COMBI CHAIN                    ","","","PR03460025","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",568.9,20250322,140001,20250325,140000,20250324,234505,"ONTIME","COMPLETED",576.8,20250324,91338,"01E",20250322,90821,20251127,20944
"315-11","5CN COMBI CHAIN                    ","","","PR03485015","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",80.7,20250324,1,20250325,235959,20250324,205800,"ONTIME","COMPLETED",80.7,20250323,174216,"01E",20250322,173022,20251127,110234
"315-11","5CN COMBI CHAIN                    ","","","PR03460045","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,205828,"ONTIME","COMPLETED",598.3,20250323,111342,"01E",20250322,91213,20251125,65049
"315-11","5CN COMBI CHAIN                    ","","","PR03460115","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250322,140001,20250325,140000,20250324,211825,"ONTIME","COMPLETED",611.8,20250323,125049,"01E",20250322,75145,20251029,190429
"315-11","5CN COMBI CHAIN                    ","","","PR03485005","8652210","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V04VR GREEN-F MCU-PIN345 ","                                   ","CH",""," ","V04VR",600,20250324,1,20250325,235959,20250325,172410,"ONTIME","COMPLETED",602.9,20250324,142858,"01E",20250322,162940,20251127,51730
"315-11","5CN COMBI CHAIN                    ","","","PR03459995","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",421.2,20250322,140001,20250325,140000,20250324,130014,"ONTIME","COMPLETED",425.1,20250323,90019,"01E",20250322,90847,20251022,124506
"315-11","5CN COMBI CHAIN                    ","","","PR03459995","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",421.2,20250322,140001,20250325,140000,20250324,130014,"ONTIME","COMPLETED",425.1,20250323,90019,"01E",20250322,90847,20251127,102439
"315-11","5CN COMBI CHAIN                    ","","","PR03459975","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250322,140001,20250325,140000,20250324,205828,"ONTIME","COMPLETED",604,20250323,71748,"01E",20250322,75646,20250922,155303
"315-11","5CN COMBI CHAIN                    ","","","PR03460035","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211758,"ONTIME","COMPLETED",596.9,20250323,171516,"01E",20250322,90821,20251127,102439
"315-11","5CN COMBI CHAIN                    ","","","PR03460025","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",568.9,20250322,140001,20250325,140000,20250324,234505,"ONTIME","COMPLETED",576.8,20250324,91338,"01E",20250322,90821,20251110,94518
"315-11","5CN COMBI CHAIN                    ","","","PR03460065","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211825,"ONTIME","COMPLETED",605.3,20250323,101234,"01E",20250322,91253,20251126,60139
"315-11","5CN COMBI CHAIN                    ","","","PR03460105","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211757,"ONTIME","COMPLETED",614.8,20250323,133350,"01E",20250322,91604,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03484995","8652210","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V04VR GREEN-F MCU-PIN345 ","                                   ","CH",""," ","V04VR",600,20250324,1,20250325,235959,20250325,204546,"ONTIME","COMPLETED",600.2,20250324,155012,"01E",20250322,162913,20251014,82442
"315-11","5CN COMBI CHAIN                    ","","","PR03460085","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,234419,"ONTIME","COMPLETED",605.6,20250324,104042,"01E",20250322,91312,20251127,115726
"315-11","5CN COMBI CHAIN                    ","","","PR03460065","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211825,"ONTIME","COMPLETED",605.3,20250323,101234,"01E",20250322,91253,20251112,102349
"315-11","5CN COMBI CHAIN                    ","","","PR03460115","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250322,140001,20250325,140000,20250324,211825,"ONTIME","COMPLETED",611.8,20250323,125049,"01E",20250322,75145,20251030,175314
"315-11","5CN COMBI CHAIN                    ","","","PR03460005","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",458,20250322,140001,20250325,140000,20250324,205827,"ONTIME","COMPLETED",461.8,20250322,143228,"01E",20250322,90847,20251127,102439
"315-11","5CN COMBI CHAIN                    ","","","PR03460005","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",458,20250322,140001,20250325,140000,20250324,205827,"ONTIME","COMPLETED",461.8,20250322,143228,"01E",20250322,90847,20251126,51946
"315-11","5CN COMBI CHAIN                    ","","","PR03460065","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250322,140001,20250325,140000,20250324,211825,"ONTIME","COMPLETED",605.3,20250323,101234,"01E",20250322,91253,20251118,133955
